,President,Generated Text,Actual Text
338,Franklin D. Roosevelt,the President stresses the importance of maintaining American relations throughout the world and focusing on his war bond purchases. Roosevelt also emphasizes the importance of supporting the war effort by purchasing Treasury bonds as part of his fifth war loan drive.,"Less than a week after D-Day, Roosevelt calls on Americans to do their duty to support the war by buying Treasury bonds as part of the fifth war loan drive. Roosevelt stresses the engagement of Allied forces throughout the world."
339,Franklin D. Roosevelt,"the President accepts the Democratic nomination, and he will not campaign for the presidency. The President stresses the importance of world peace after the World War II and emphasizes the need for a more global perspective.","President Roosevelt accepts the Democratic Party's nomination to run for his unmatched fourth and final Presidential term. His goals for the upcoming term include: âto win the war to win the war fast,â a reference to the United States' involvement in World War II; to set up international institutions to prevent future wars; and to build a strong economy for the American people. Roosevelt was elected to his fourth Presidential term as a result of his lands"
340,Franklin D. Roosevelt,"Vice President Ronald Reagan delivers a brief address following his inauguration to his second in 1881. Presidential term. He describes the importance of pursuing lasting peace in the face of rising suspicion and mistrust, and he reminds his fellow Americans that we must live as men and not as ostriches, nor as dogs in the manger.",Franklin Delano Roosevelt makes a brief address following his inauguration to his unprecedented fourth and final Presidential term. President Roosevelt promises victory and peace for his country in the twilight stages of World War II.
341,Franklin D. Roosevelt,Roosevelt reports to the nation on his meeting with the German government and the people of the United States at the Yalta Conference. He believes that the conference helped him reach an agreement to ensure world peace and security after the chaos of World War II.,"President Roosevelt reports on his meeting with Winston Churchill and Joseph Stalin at the Yalta Conference during the l ate stages of World War II. The leaders agreed on the goals of a quick defeat of Germany and efforts to obtain lasting peace throughout the world, namely through a future United Nations conference. Roosevelt also demands an unconditional surrender by Germany, to be followed by a temporary joint occupation of the country. In addition, the President states the allies' â"
342,Harry S. Truman,"President Franklin D. Roosevelt laid to rest his beloved President, Franklin D. Roosevelt. Truman calls on the nation to continue the fight for freedom until no vestige of resistance remains.","In this address to Congress at the Capitol in Washington, D.C.., Truman honors the memory of recently deceased President Franklin D. Roosevelt. Truman also vows to support the ideals of justice, peace, and liberty and calls on the nation to remain focused and dedicated to the fight for freedom and the eventual defeat of Nazi Germany and Japan."
343,Harry S. Truman,"Roosevelt praises the victory in World War II and calls on Americans to work towards a lasting peace in the East as the Allied forces continue their struggle in Europe. After President Truman's proclamation, the President announces his intention to remain at home until the end of World War II.",This broadcast to the American people formally announces the unconditional surrender of Nazi Germany. Truman praises the hard work and sacrifice of the American people but reminds them that the war continues in the Far East.
344,Harry S. Truman,"the President describes the destruction of Japan's factories, docks, and communications systems. The President warns that the United States will use the atomic bomb to defeat Japan in World War II.","President Truman reports on the United States' use of the atomic bomb on Hiroshima, Japan, as an alternative to a land invasion to defeat Japan in World War II. In the address, the President describes the destructive force of the new weapon and the secrecy regarding its creation."
345,Harry S. Truman,"Roosevelt speaks at a conference in Berlin about the preservation of American bases during the war and discusses his plans for peace settlements. The President stresses that the United States will continue to support its allies in the fight against Japan, even though he admits that there were no secret agreements or commitments made at the Berlin conference.","In this radio address, delivered after the conclusion of the European theater of World War II, Harry S. Truman explains the Allies' objective to obtain war reparations from Germany. Moreover, the President emphasizes the need to support European nations in their rebuilding efforts following the war's devastation. Truman references the Pacific theater of the war as well, demanding surrender by Japan."
346,Harry S. Truman,Roosevelt praises the sacrifices made to fight against tyranny and calls for an end to war with the United Nations. The President describes the hard work ahead as a victory of liberty over tyranny.,"In this radio address to the American people after the signing of the terms of Japan's unconditional surrender aboard the in 1881.S. Missouri, Truman praises the sacrifice made by so many American soldiers as well the dedication to the war effort by Americans on the home front. The President credits the Spirit of Liberty, the freedom of the individual, and the personal dignity of man as the forces which led to victory but also warns the difficult peace that lay ahead."
347,Harry S. Truman,"Roosevelt pays tribute to the four million men and women of the Navy, Marine Corps, and Coast Guard and to the ships which carried them to victory in World War II. He explains the need of four principal military tasks and the United Nations Organization's support for Allied efforts.","In this address to a New York City audience, Truman pays tribute to the four million men and women in the Navy, Marines, and Coast Guard and to the ships which carried them to victory in World War II. The President describes the need of four principal military tasks and the fundamentals of American foreign policy all of which are directed not toward war or conquest, but rather toward a lasting peace."
348,Harry S. Truman,President Roosevelt asks Congress for immediate financial and economic assistance for Greece and Turkey. He also urges the United States to monitor the use of any funds given to Greece so that it may become self supporting and self respecting democracy can flourish.,"In this address before a joint session of Congress, Truman asks for $400 million in military and economic assistance for Greece and Turkey and establishes the Truman Doctrine, which pledges American support for free peoples who are resisting subjugation by armed minorities or outside pressures such as communism."
349,Harry S. Truman,"vetoes the Taft-Hartley Bill because he believes it is bad for labor, bad for management, and bad for the country. The President claims that the restrictions in the bill go far beyond what the American people believe, and under no circumstances could he sign the bill.","In this radio address to American people on the presidential veto of the Taft-Hartley Bill, Truman claims the bill is bad for labor, bad for management, and bad for the Nation. The President asserts that the bill's restrictions on workers go far beyond what the American people believe, and he would not, under any circumstances, sign the bill."
350,Harry S. Truman,"President Roosevelt addresses the National Association for the Advancement of Colored People at the Lincoln Memorial in Washington, D.C.. He focuses on civil rights and human freedom before moving on to address the growing problem of tyranny by the government.","With this speech to the National Association for the Advancement of Colored People at the Lincoln Memorial in Washington, D.C.., Truman becomes the first President to address the NAACP. He states there is no justifiable reason for discrimination because of ancestry, religion, race, or color. He further claims that the United States must not tolerate such limitations on the freedom of any Americans and on their enjoyment of the basic rights which every citizen in"
351,Harry S. Truman,he accepts the 1947 presidential nomination and then addresses the nation on foreign policy. He also discusses the role of the United States in international affairs and how the United States must continue to lead the world without the Republican Party.,"In this address in Philadelphia, President Truman accepts the 1948 presidential nomination of the Democratic National Convention. He then presents the Democratic platform and criticizes the Republican platform with a particularly passionate critique of the Republican 80th Congress."
352,Harry S. Truman,"the President makes a series of statements about his plans for the future, including his desire to make Forrest Smith Governor of Missouri. He also discusses his plan to take the United States on a crusade for the welfare of the ordinary man in Trenton, Mo.","During the 1948 presidential campaign, Truman made a series of what came to be known as whistlestopsâ quick stopovers in cities and towns along the path of the railroad. In this speech, the President makes remarks to a crowd in Trenton, Missouri, from the rear platform of a train. He defends his record and attacks the ""do-nothing"" Republican 80th Congress."
353,Harry S. Truman,he thanks the nation for his victory in the 1948 presidential election and asks all to help him carry out that responsibility for the welfare of the United States and for the welfare and peace of the world at large.,"After winning the 1948 presidential election, Truman makes these remarks recorded at a victory celebration in Independence, Missouri. He expresses gratitude for the responsibility given to him by the American people and asks that they help him carry out that responsibility for the welfare of the United States and for the welfare and peace of the world at large."
354,Harry S. Truman,"Vice President Joe Biden discusses the fundamental principles by which Americans live and contrasts those principles with a different conception of life which he describes as the ""false philosophy"" which states that man is so weak and inadequate that he cannot govern himself, and that all men have a right to freedom of thought and expression. He also addresses the problems that he sees arise when he opposes communism, which he calls the ""false philosophy of life.""","In his Inaugural Address at the Capitol in Washington, D.C.., Truman describes the essential principles by which Americans live and contrasts those principles with the ideals of communism which he refers to as the ""false prophecy."" The President also emphasizes four major courses of action in America's program for peace and freedom which he states will lead eventually to personal freedom and happiness for all mankind."
355,Harry S. Truman,the President defends the Republic of Korea against communism. He argues that the best time to meet the growing communist threat of aggression is in the beginning and with the support of peace-loving nations. The President uses this speech to demonstrate his belief that aggression is a serious threat to world peace.,"In this radio address to the American people on the conflict in Korea and on in 1881. foreign policy in the Far East, Truman defends the American presence in Korea and states the action is preventing a third world war. The President claims the best time to meet the growing communist threat of aggression is in the beginning and with the support of all peace-loving nations. He also addresses General MacArthur's removal from command and states the factors on which a"
356,Harry S. Truman,"Roosevelt speaks to delegates at the Columbia Scholastic Press Association Convention in Springfield, Illinois. He urges editors to see that the news is ""the truth, the whole truth, and nothing but the truth.""","In this speech, President Truman addresses the delegates of the Columbia Scholastic Press Association at the Waldorf-Astoria Hotel in New York City. He challenges editors to perform their duty to see that the news is ""the truth, the whole truth, and nothing but the truth."" The President calls on the youth of the nation to maintain America's image as the greatest Republic in the world and reminds them that Government must be operated on the basis of the greatest good"
357,Harry S. Truman,President Roosevelt gives an analysis of the current political situation as he sees it. The President discusses his plans to run for president and offers some advice to the Democrats on how to keep the Republican Party alive.,"In this address to guests at the Jefferson-Jackson Day Dinner in Washington, D.C.., Truman delivers a partisan speech at the $100 a-plate dinner and analyzes the current political situation as he sees it. The President concludes with the announcement that he will not seek another term of office and will not accept the Democratic nomination in the 1952 Presidential election."
358,Richard M. Nixon,Nixon tells the American people that he did not receive any special favors for his money given to him for personal use. He also addresses the issue of taxation and asks the public questions which he felt were inappropriate or unfair.,"As a candidate for vice president, Richard Nixon gives a televised address to the public after being accused of accepting illegal gifts. Nixon provides a detailed account of his and his family's finances to remove any suspicion. The title of the speech refers to the Nixon's family dog, Checkers, who was a gift but one which Nixon declines to return."
359,Harry S. Truman,"the President outlines the differences between the Democratic Party and the Republican Party in Johnstown, Pennsylvania, during his speech at the National Association of Manufacturers in Johnstown, Pennsylvania. He emphasizes that the majority of Americans support Adlai Stevenson's victory in the 1948 election and that he will not give up on his legacy until the end of the Cold War.","Truman makes remarks at a campaign stop in Johnstown, Pennsylvania, in support of Adlai Stevenson's campaign for President. The President states the Republican Party is a servant of special interests and that the interests of the average American can only be served by Stevenson and the Democratic Party."
360,Harry S. Truman,President Dwight D. Eisenhower wishes Dwight D. Eisenhower success as President and talks to the American people before leaving the White House.,"In his farewell address to the American people, President Truman wishes Dwight D. Eisenhower success as President and talks about all that has happened since he became President nearly eight years earlier."
361,Dwight D. Eisenhower,a day of freedom and peace for all mankind defines the meaning of this speech. He prays that cooperation be allowed and all citizens regardless of race or calling may work for the good of our beloved country and by the laws of this land.,"Eisenhower challenges citizens to help lead the world towards a future of freedom by making peace a way of life. He stresses the interdependence of the world, especially in economics, through nine principles he introduces to shape in 1881. world leadership. The audio recording begins with Richard Nixon taking the vice presidential oath of office followed by the singing of ""America the Beautiful"" and a prayer."
362,Dwight D. Eisenhower,"in the aftermath of World War II, the United States and the Soviet Union chose one road, while the Soviet Union pursued another. The President outlines the Soviet Union's policy of cooperation with other nations and sets out its goals for world peace.","Eisenhower gives this speech before the American Society for Newspaper Editors, shortly after the death of Joseph Stalin. It is also known as the ""Cross of Iron"" speech. The President contrasts the Soviet Union's post-World War II doctrine as one of force, while the United States pursued peace and cooperation in the world. He notes that the belligerence of the Soviet Union brought free nations together to avoid atomic war, and he challenges the new Soviet"
363,Dwight D. Eisenhower,atomic warfare is a global problem and one that he believes will bring to this world lasting peace for all nations and happiness and well being for all men. Johnson also addresses the General Assembly of the United Nations.,"Before the General Assembly of the United Nations, Eisenhower discusses the atomic capabilities of the United States and its allies, as well as the Soviet Union and the implications for world peace. The President indicates a willingness to negotiate the reduction of atomic armaments with other nations and to use atomic energy for peaceful means."
364,Dwight D. Eisenhower,"Nixon gives a speech at the National Republican Convention in Washington, D.C.., to the nation on his nomination for President and the Democratic Party in the 1956 election. He also discusses the importance of voter registration and participation in the 1956 election as a way to ensure that all Americans are qualified to vote and that everyone registers and goes to the polls.","Eisenhower accepts the Republican nomination for President at the Cow Palace in San Francisco, California. The President calls the Republican Party, the party of the future, outlining its achievements and promises for the 1956 election. He also discusses three principles of peace the Republican Party and the administration use in foreign policy."
365,Dwight D. Eisenhower,the President stresses the importance of maintaining a stable and stable Middle East. The President emphasizes the importance of strengthening the Soviet Union and its allies in the fight against communism.,"In a special message to Congress, Eisenhower proclaims the sovereignty of the Middle Eastern nations and that the United States will ensure that force will not be used for any aggressive purpose in the world. The President seeks congressional authorization to employ the military in the Middle East to uphold this new policy."
366,John F. Kennedy,he accepts the Democratic nomination for President at the 1956 Democratic National Convention. He rejects any religious obligation or pressure that might interfere with his conduct of the Presidency.,"At Memorial Coliseum in Los Angeles, California, Kennedy calls for the ""New Frontier,"" his successor to the ""New Deal"" and the ""Fair Deal."""
367,John F. Kennedy,"During his speech, Kennedy emphasizes the importance of Catholicism in his candidacy for the 1960 presidential election. He believes in an America where the separation of church and state is absolute, where no Catholic prelate would tell the public how to act, and where no Protestant minister would give instructions on public policy from the Pope, the National Council of Churches or any other ecclesiastical source. Kennedy also stresses the importance of Catholicism in his candidacy.","This speech was recorded at the Rice Hotel in Houston, Texas, and runs for 11:32. Kennedy stresses the importance of separation of church and state and condemns nations without religious liberty and tolerance. Kennedy de emphasizes the importance of Catholicism in his candidacy."
368,John F. Kennedy,"Massachusetts is his last State of the Union address, and he discusses the qualities that he will try to model in his administration. He describes the qualities that he will try to model in his administration as being ""like a city upon a hill, constructed and inhabited by men aware of their great trust and their responsibilities.""","In Boston, Massachusetts, Kennedy gives his last formal address before assuming the presidency. He articulates the characteristics of leadership that he will try to model in his administration."
369,Dwight D. Eisenhower,"During his farewell address to the American people, President Roosevelt expresses his desire to remain on the path toward permanent peace and human betterment. He also emphasizes that in order to maintain balance in and among national programs, he must maintain balance in and among national programs, maintain balance between the private and public economy, and promote progress in human achievement.","Eisenhower again calls for peace, but, acknowledging that new crises arise, cautions the United States to maintain balance in its relations. He also also warns against the rising power of the military-industrial complex that could threaten the democratic process."
370,John F. Kennedy,"the speech was not a victory of party, but a celebration of freedom, symbolizing an end as well as a beginning, signifying renewal as well as change. The speech was recorded at Arlington National Cemetery in Washington, D.C..","In his Inaugural Address, Kennedy pledges to support liberty, commit to allies, avoid tyranny, aid the underprivileged throughout the world, and strengthen the Americas. Kennedy challenges Communist nations to engage in a dialogue with the United States to ensure world peace and stability. The speech is best known for the words: ""Ask not what your country can do for you ask what you can do for your country."""
371,John F. Kennedy,"During his first State of the Union address, President Kennedy discusses the state of the national economy, unemployment, and trade. He also addresses the need for a more organized and governed nation, and outlines his plans for the future.","President Kennedy delivers his first State of the Union before Congress only ten days after his inauguration. He discusses his many goals for the next four years, including economic growth in the United States and attentiveness to the rising Communist movements in China and Latin America. While Kennedy describes the state of the world as one fraught with danger and uncertainty, he expresses great confidence in the commitment of American government, the still-young United Nations, and the notion of American freedom which"
372,John F. Kennedy,"President Kennedy asks Congress for input on a Peace Corps program to further the nation's emphasis on physical vitality. He hopes that as the world becomes more sophisticated, the United States will be better equipped to deal with the problems and opportunities facing the world.","President Kennedy offers several remarks on the Youth Fitness Program. He encourages vigorous, participatory lifestyles for the youth of the West and makes mention of the Peace Corps, which he plans to implement so that young men and women may go and spread education abroad."
373,John F. Kennedy,the President sends a message to Congress proposing the establishment of a Peace Corps on a temporary pilot basis.,"Recorded at a news conference held in the State Department Auditorium, Kennedy states that the Peace Corps is a tool to help qualified individuals assist the underdeveloped throughout the world, not a tool of propaganda. The President notes that a decent life acts as the foundation for peace and freedom."
374,John F. Kennedy,President Kennedy speaks to the press about his perceived lack of respect for the rights of the press. He also emphasizes the need for far greater public information and the need for official secrecy in dealing with the Cold War.,President Kennedy speaks at the Waldorf-Astoria Hotel in New York City before the American Newspaper Publishers Association. Kennedy asks the press for their cooperation in fighting Communism by applying the same standards for publishing sensitive materials in the current Cold War that they would apply in an officially declared war.
375,John F. Kennedy,"President Kennedy gives a speech at Harvard University in Boston, Massachusetts to thank his fellow students for their honors bestowed on him by George Washington University. He believes over the long run that people want to be free, that they desire to develop their own personalities and their own potentials, and that democracy permits them to do so.","President Kennedy gives some remarks as he accepts an honorary degree bestowed by George Washington University. He describes the importance of universities in the time of the Cold War, and explains that though democracies may seem disadvantaged by their divisions, he believes âover the long run people want to be free,â and the West is capable of providing that freedom."
376,John F. Kennedy,"President Kennedy speaks to members of the Canadian Parliament in Ottawa. He emphasizes that Canada and the United States share a common heritage and a common goal when discussing issues such as disarmament, trade, and security. The President also discusses North Korea, Iran, and Syria.","President Kennedy provides an address before the assembled members of the Canadian Parliament in Ottawa. He states in French, âI feel that I am truly among friends,â and emphasizes warm relations between the United States and Canada throughout his speech. He also discusses the goals for further North Atlantic Treaty Organization (NATO) action to promote American and Canadian interests and security."
377,John F. Kennedy,Vice President Joe Biden asks Congress to consider deploying a nuclear weapon into the Middle East and seeks to establish a permanent state of the Union. The President calls on all Americans to stand up and promote the freedom doctrine regardless of the Cold War.,"This is President John Kennedy's Special Message to the Congress on Urgent National Needs. It was recorded at a joint session of Congress at the Capitol in Washington, D.C.. The President asks Congress for an increase in funds to send a man to the moon, to increase unmanned space exploration, to develop a nuclear rocket, and to advance satellite technology."
378,John F. Kennedy,"President Johnson speaks to the American people after a week-long trip to Europe. He reports on his meeting with General de Gaulle and the leaders of the Soviet Union, Mr. Khrushchev, in Vienna.","President Kennedy offers a televised address upon returning from a trip to Europe. He discusses the state of a divided Germany and tells the American people about his high-level talks with Soviet premier Khrushchev. Kennedy notes that while Communists aren't causing all the unrest across the world, they do take advantage of it, and the best way to counter this would be increased education and quality of life to help keep threatened countries free."
379,John F. Kennedy,the President stresses the importance of understanding the limits of military power and must also understand the limits of military power.,President Kennedy congratulates the graduating class of the US Naval Academy on their success and connects his experience as a Naval Officer to the experiences they have ahead of them.
380,John F. Kennedy,"he emphasizes the importance of men and women as leaders, not just academically, but also in the service of the country. He asks that all men and women who have been admitted to the University of North Carolina recognize their commitment to public service and will continue to serve the country.",President Kennedy speaks after receiving his honorary degree from the University of North Carolina. He emphasizes the importance of resolve and maturity as the country continues to struggle through the Cold War to protect what he sees as fundamental American freedoms.
381,John F. Kennedy,"Veterans Day is a day to remember and honor the dead and the living, in which he speaks of the sacrifices that have allowed this country to occupy its present position of responsibility and freedom. He also emphasizes that the purpose of all war,â as well as peace, must be maintained without fear of war or unwillingness to meet their responsibilities.",President Kennedy pays his respects to the nation's veterans at Arlington National Cemetery.
382,John F. Kennedy,"President Kennedy congratulates the nation on the centennial anniversary of the University of Washington. He stresses that the United States must face up to the chance of war, in order to maintain the peace and defend its allies' interests.","At Edmundson Pavilion in Seattle, Washington, Kennedy declares that ""hard"" and ""soft"" power are not exclusive to each other or the only options in dealing with world events. Rather, he stresses that Americans must use both diplomacy and defense to defend freedom wherever necessary."
383,John F. Kennedy,"President Johnson speaks to the National Association of Manufacturers. He emphasizes that he is committed to the defense of freedom around the world, strengthens his image as a prosperous and vital country in the global fight against communism.",President Kennedy speaks to the National Association of Manufacturers. He discusses the importance of avoiding protectionism and competing in the international market at a time when capitalism is being strongly challenged by the communism of the Soviet Bloc nations.
384,John F. Kennedy,President Reagan speaks at the 20th anniversary of Pearl Harbor. He emphasizes the importance of a strong labor movement in maintaining a stable price level to ensure America's economic growth.,"President Kennedy speaks at the opening of the AFL-CIO Convention in Miami, Florida. He emphasizes the joint responsibility of labor and management in maintaining a stable price level to ensure America's economic growth."
385,John F. Kennedy,"the President expresses his gratitude for your efforts in the United Nations and asks that the problems of the world be resolved in an orderly and peaceful manner. He also stresses the importance of strengthening the idea of a community of the world, to seek to develop ways by which the tensions of the world and the problems of the world can be solved in an orderly and peaceful way.",President Kennedy meets with a delegation of female representatives from the United Nations at the White House. He mentions his commitment to the ideas that led to the United Nations' founding and speaks with hope for how it may be used to promote diplomacy in the future.
386,John F. Kennedy,"Yale University graduates and their families, President Johnson addresses the nation on a variety of domestic issues, including the economy, public spending, and foreign policy. Johnson also discusses the relationship between the United States and Yale University and his fellow Yale alumni.","In New Haven, Connecticut, President Kennedy focuses on three economic issues: the size and distribution of government, public fiscal policy, and public confidence in business and America."
387,John F. Kennedy,"President Johnson delivers a lecture on the future of American history in Houston, Texas. He discusses the need for leadership in science and industry, hopes for peace and security, and his desire to be first in the race for space.","Kennedy's speech at Rice University, in Houston, Texas, is imbued with a sense of historical grandeur. The President marks out the race to put a man on the moon as a pivotal moment in human advancement, and in America's struggle for international preeminence."
388,John F. Kennedy,"the President praises the 90th anniversary of Vanderbilt University and his vision for the future. He stresses the importance of citizens' responsibilities, not just of their rights but of their responsibilities as a whole.","Addressing a crowd in Nashville Tennessee Kennedy delivers a passionate speech on the virtues of public service and the fundamental importance of citizens' responsibilities, invoking Goethe, Bismarck, Jefferson and Aristotle to augment his words. The tensions of the ongoing struggle for civil rights and the Cold War permeate the speech's subtext."
389,Lyndon B. Johnson,"on Memorial Day of 1963, President Johnson asks for forgiveness for those who died on foreign soil and reminds the nation that justice is a vigil too- a reminder that the history of injustice and inequality is a history of disuse of the law. Johnson also addresses the need for civil rights reform in the United States.",Johnson challenges the nation to transform the laws and proclamations about equality from rhetoric to fact by persevering together for the sake of the entire nation.
390,John F. Kennedy,"the President speaks at American University in Washington, D.C.. He also discusses the possibility of peace with the Soviet Union, the end of Cold War, and home country.","At American University in Washington, D.C.., Kennedy announces upcoming talks with the Soviets in Moscow, as well as his decision not to test nuclear weapons in the atmosphere as long as other nations also refrain from nuclear tests as a show of goodwill."
391,John F. Kennedy,"the President condemns the actions of the University of Alabama students who were denied admission to the University of Alabama. He argues that in this speech, the nation should treat all Americans as he would wish to be treated, regardless of their race or color.",Kennedy speaks from the Oval Office in response to the National Guard being sent to protect African American students at the University of Alabama. The President declares that a moral crisis exists in America and requests congressional action to expedite desegregation through legislation.
392,John F. Kennedy,"the President speaks to the German people as he prepares for the coming day when Germany will be joined as one and this great Continent of Europe. He also discusses the importance of building a wall around Berlin, as well as his desire to work with the Communist world to bring freedom and prosperity to the world.","In Berlin, Germany, President Kennedy commends Berliners on their spirit and dedication to democracy and expresses his solidarity with them through the words ""as a free man, I take pride in the words Ich bin ein Berliner! (I am a Berliner)."""
393,John F. Kennedy,"the President praises the success of the Moscow nuclear treaty and calls it a sign of hope for nations to test under international control. The President notes that the Soviet Union has not reached an agreement with the United States or Britain on the subject matter, and he sees the opportunity to extend the treaty to other nations.","From the Oval Office, the President calls the Nuclear Test Ban Treaty with the Soviet Union a sign of hope but points out its limitations. Kennedy reassures Americans that the country is still prepared to defend itself against any treaty violators; however, he calls the treaty a good first step towards peace."
394,John F. Kennedy,Kennedy focuses on the United States' commitment to world-wide cooperation with other countries. He also emphasizes the importance of protecting the United States' natural resources and ensuring that all its citizens are protected from illegal immigration.,"In a speech in Salt Lake City, Utah, Kennedy illustrates the link between a strong, united nation and a strong, united world as the United States continues its commitment to world leadership. The President points to foreign assistance programs and the Nuclear Test Ban Treaty as important diplomatic measures in the pursuit of peace."
395,John F. Kennedy,the President recognizes the responsibility that a private college or university places on its graduates to serve a national purpose. He also stresses the importance of making peace in the Middle East and Africa his top priority.,"At Amherst College in Amherst, Massachusetts, Kennedy praises the positive impact that the arts have on the country's spirit, conscience, and growth."
396,Lyndon B. Johnson,"President Johnson speaks to Congress, Members of the Senate, and members of the United States Senate. He describes his desire to continue the work and legacy of John F. Kennedy.",President Johnson addresses Congress and the American public only a few days after the assassination of John F. Kennedy. He talks about carrying out the work and wishes of Kennedy and coming together as one nation.
397,Lyndon B. Johnson,"1964 is the longest in peacetime history and he promises to disprove his policies and programs by cutting our deficit in half. He also pledges to support civil rights, ending the war on drugs, and reforming the military.","Johnson outlines the goals of his administration, which emphasize domestic problems like poverty, high taxes, an unbalanced budget and racial discrimination. In his 10-point foreign policy agenda, the President highlights programs that encourage peace through food, science, and alliances instead of stockpiling weapons."
398,Lyndon B. Johnson,the President makes a number of announcements in the defense field. He also mentions the success of the Saturn rocket and the continued work being done to improve the country's overall military budget.,"President Johnson holds a press conference to issue general announcements from the White House and field questions from members of the press. Foreign policy and early campaigning efforts for the 1964 presidential election are discussed, as is the progress of civil rights legislature and the consideration of women as a group which faces discrimination."
399,Lyndon B. Johnson,President Johnson praises the memory of Mexican President Adolfo Lopez Mateos for his friendship with Mexico. He also stresses the need for a peaceful solution in South Vietnam and elsewhere in the world.,President Johnson uses the familiar theme of democracy as a heritage and an impetus for the United States' pursuit of peace around the world. He outlines current international problems and the United States' role in resolving them. Johnson also mentions the successes of freedom and emphasizes the in 1881. desire and responsibility to reward the peaceful actions of foreign nations.
400,Lyndon B. Johnson,President Johnson holds a press conference at the State Department to announce his nomination of William P. Bundy as State Secretary for far Eastern Affairs. He also discusses the appointment of Mr. Daniel M. Luevano as Assistant Secretary of State for Army and the development of a supersonic commercial transport aircraft.,"President Johnson holds a press conference at the State Department following his announcement of several nominations and appointments of State Department personnel. The press conference was not convened to discuss a single issue, but touches on foreign policy, President Johnson's first 100 days in office, and the impending presidential election in the fall."
401,Lyndon B. Johnson,"President Johnson holds a press conference after accepting an invitation from the National Television Networks to appear in an informal conversation with President Johnson at the funeral of King Paul II. The President discusses the economy, the tax cut, and the overall outlook for the economy.","President Johnson holds a press conference at the White House where he announces several appointments, the creation of the Commission of Heart Disease, Cancer, and Stroke, and relations in South America. Questions address the subjects of President Johnson's views on the vice presidency and American interaction with the Soviet Union and Vietnam."
402,Lyndon B. Johnson,President Johnson speaks at the State Department and discusses the state of the nation's economy before the press. He hopes to strengthen the collective bargaining processes in the United States by establishing a Presidential Scholars program.,"President Johnson speaks at the State Department, briefly discussing the state of the nation's economy before moving onto questions from the press. There is discussion on the strength of the military, Medicare, and how Johnson's support for pending civil rights legislation may influence the outcome of the approaching election."
403,Lyndon B. Johnson,"President Johnson speaks at a press conference in Bonn, Germany, before leaving for Vietnam. He then discusses matters relating to the maritime industry, including military and civilian operations in Vietnam.","President Johnson speaks at a press conference on the South Lawn of the White House. After speaking about the economy, President Johnson answers questions related to a variety of topics including military strategy in Vietnam, the boycott of Cuba, and his âWar on Povertyâ programs."
404,Lyndon B. Johnson,"President Ronald Reagan speaks to the graduating class of Michigan University about his vision for a Great Society in America. He envisions building a Great Society in America in three places: in cities, in the countryside, and in classrooms.","Johnson illustrates his vision for a Great Society in America, as he challenges graduates to continue working to improve the nation. This plan for domestic reform concentrates on revitalizing cities, beautifying the countryside, and reforming the educational system."
405,Lyndon B. Johnson,"the President outlines his plans to enact the Civil Rights Act and asks citizens to help him ensure that the laws are faithfully enforced. Johnson also discusses the effect that the act has on African-American relations, particularly in schools, workplaces, and schools.",The President notes the discrepancies between the freedoms outlined in the Constitution and the reality of life in America before praising the Civil Rights Bill for outlawing such differences. Johnson also sets out his plan for enforcing the law and asks citizens to remove injustices in all communities.
406,Lyndon B. Johnson,President Johnson discusses his relationship with Europe and the United States in Southeast Asia. He stresses the importance of avoiding war and promoting peace between the two nations.,"President Johnson speaks at a press conference held at the State Department. Questions from the press mostly pertain to United States strategy in Vietnam and Senator Barry Goldwater, Johnson's primary opponent in the presidential election in the fall."
407,Lyndon B. Johnson,President Johnson reports to the American people that a new act of aggression against in 1881. ships is taking place in the Gulf of Tonkin and that a positive response is being given to in 1881. military forces. He reiterates his commitment to peace in Southeast Asia and urges the United States to take all necessary measures to support freedom and in defense of peace in Southeast Asia.,"Johnson informs the American people of the attack on in 1881. warships in the Gulf of Tonkin by gunboats from North Vietnam, and reports that a retaliatory attack is already in progress. He reiterates the firm commitment the in 1881. made to secure a peaceful South Vietnam. In addition, Johnson describes his plan to involve the UN Security Council and obtain an affirmative resolution from Congress."
408,Lyndon B. Johnson,"President Johnson addresses the nation and outlines his goals in Southeast Asia. He stresses that America will not abandon its allies, nor use the territory of Laos for interference in internal affairs.","President Lyndon Johnson speaks at Syracuse University about his Administration's goals in Southeast Asia. He sees the primary goal of military action in the region as enabling ""the will of the world for peace"" and publicly affirming that America will not abandon its allies in the Cold War."
409,Lyndon B. Johnson,Johnson stresses the importance of establishing a civil rights movement on the mainstreets of America.,"Campaigning for re election, Johnson highlights the need for courage, confidence and commonsense in American government, and he cites his administrations' success in avoiding recessions and containing communism. The President calls for unity in Congress and in the country for implementing the Civil Rights Bill."
410,Ronald Reagan,"During the speech, Roosevelt discusses his views on government, peace and the need for civil rights in the wake of World War II. He also addresses Cuban refugees and claims that if he loses his freedom, there will be no longer any place to escape to.","In a speech supporting the Republican presidential nominee Barry Goldwater, Reagan speaks of big government, high taxation, and the ""war on poverty."" He addresses foreign policy issues including the risk of appeasement, ""peace through strength,"" and the Vietnam War. The speech establishes Reagan as an important figure in the conservative wing of the Republican Party."
